date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:44:56	1435237/1435237	---MCZ	200	added ('OK')	text/css	etag:W/%226856a0de-15e665%22	https://px-themeassets.pixpa.com/compiled/css/components/builder_lists.css?id=4a201f4acf07f38f8a0b596e040177b3	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/css/components/builder_lists60d9.css	(from https://sage.pixpa.com/)
21:44:56	68825/68825	---MCZ	200	added ('OK')	text/css	etag:W/%226841b088-10cd9%22	https://px-themeassets.pixpa.com/compiled/css/components/custom-page.css?id=5d9b5e2c366a1cdba4b89213be79cd2e	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/css/components/custom-page6dc0.css	(from https://sage.pixpa.com/)
21:44:57	3079/3079	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267ad9158-c07%22	https://px-themeassets.pixpa.com/js/vendor/lazysizes/ls.bgset.min.js?id=1	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/js/vendor/lazysizes/ls.bgset.min681a.js	(from https://sage.pixpa.com/)
21:44:57	168118/168118	---MCZ	200	added ('OK')	application/javascript	etag:W/%226856a142-290b6%22	https://px-themeassets.pixpa.com/compiled/js/gallery.js?id=46522f32e097f7cce52cf9f6e19ecda0	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/js/gallery2f64.js	(from https://sage.pixpa.com/)
21:44:57	88318/88318	---MCZ	200	added ('OK')	application/javascript	etag:W/%226856a142-158fe%22	https://px-themeassets.pixpa.com/compiled/js/common.js?id=1b4bc9903ec2b8d90d87624ce79184c8	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/js/common0ff7.js	(from https://sage.pixpa.com/)
21:44:57	22746/22746	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267ad9156-58da%22	https://px-themeassets.pixpa.com/js/dynamic-component.js	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/js/dynamic-component.js	(from https://sage.pixpa.com/)
21:44:58	87972/87972	---MCZ	200	added ('OK')	application/javascript	etag:W/%226856a142-157a4%22	https://px-themeassets.pixpa.com/compiled/js/old_custom_page_assets.js?id=4af06cdf9c372c1e5664e3114cbc29fa	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/js/old_custom_page_assets0b6c.js	(from https://sage.pixpa.com/)
21:44:58	168977/168977	---MC-	200	added ('OK')	text/css	date:Mon,%2023%20Jun%202025%2016:14:58%20GMT	https://px-themeassets.pixpa.com/user-css-create/999999/859494.css?id=1748446999&global_version=1749876790	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/user-css-create/999999/859494e6c8.css	(from https://sage.pixpa.com/)
21:44:59	4501/4501	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Jun%202025%2016:14:58%20GMT	https://sage.pixpa.com/getjsassets	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/sage.pixpa.com/getjsassets	(from https://sage.pixpa.com/)
21:44:59	12459/12459	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267ad9156-30ab%22	https://px-themeassets.pixpa.com/js/lenis-smooth-scroll.js	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/js/lenis-smooth-scroll.js	(from https://sage.pixpa.com/)
21:45:00	4501/4501	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Jun%202025%2016:14:59%20GMT	https://sage.pixpa.com/attr(data-shape-type%20url	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/sage.pixpa.com/attr(data-shape-type%20url	(from https://sage.pixpa.com/)
21:45:00	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2023%20Jun%202025%2016:15:00%20GMT	https://sage.pixpa.com/pixpa-social-share?url=https://www.pixpa.com&media=facebook	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/sage.pixpa.com/pixpa-social-share122b	(from https://sage.pixpa.com/)
21:45:01	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2023%20Jun%202025%2016:15:00%20GMT	https://sage.pixpa.com/pixpa-social-share?url=https://www.pixpa.com&media=twitter	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/sage.pixpa.com/pixpa-social-share98fe	(from https://sage.pixpa.com/)
21:45:01	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2023%20Jun%202025%2016:15:00%20GMT	https://sage.pixpa.com/pixpa-social-share?url=https://www.pixpa.com&media=pinterest	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/sage.pixpa.com/pixpa-social-share071e	(from https://sage.pixpa.com/)
21:45:01	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2023%20Jun%202025%2016:15:01%20GMT	https://sage.pixpa.com/pixpa-social-share?url=https://www.pixpa.com&media=tumblr	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/sage.pixpa.com/pixpa-social-share9065	(from https://sage.pixpa.com/)
21:45:02	3590/3590	---MCZ	200	added ('OK')	application/javascript	etag:W/%226856a142-e06%22	https://px-themeassets.pixpa.com/compiled/js/theme-v2-globalthemes.js?id=759fd428e2d49bfcbd869a75368f641a	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/js/theme-v2-globalthemes7682.js	(from https://sage.pixpa.com/)
21:45:02	648/648	---M--	200	added ('OK')	text/css	etag:%226856a0f4-288%22	https://px-themeassets.pixpa.com/compiled/css/focuspoint.css?id=f5b4ebc29f4c96ae432aac222c32a766	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/css/focuspointfa14.css	(from https://sage.pixpa.com/)
21:45:02	1713/1713	---MCZ	200	added ('OK')	application/javascript	etag:W/%226856a142-6b1%22	https://px-themeassets.pixpa.com/compiled/js/jquery.focuspoint.js?id=8cf3afbc4f90f8ade4c836c78d1a689e	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/js/jquery.focuspoint3af0.js	(from https://sage.pixpa.com/)
21:45:02	4104/4104	---MCZ	200	added ('OK')	text/css	etag:W/%226856a0f4-1008%22	https://px-themeassets.pixpa.com/compiled/css/vendor/flexslider.css?id=15d83b0d3ce361490f6507aed600c1c1	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/css/vendor/flexsliderc2a0.css	(from https://sage.pixpa.com/)
21:45:02	4368/4368	---MCZ	200	added ('OK')	text/css	etag:W/%226856a0f4-1110%22	https://px-themeassets.pixpa.com/compiled/css/vendor/before_after_slider.css?id=af4b47e83fd086656f87b7dcfb3ae14f	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/css/vendor/before_after_slider003c.css	(from https://sage.pixpa.com/)
21:45:03	22946/22946	---MCZ	200	added ('OK')	application/javascript	etag:W/%226856a142-59a2%22	https://px-themeassets.pixpa.com/compiled/js/vendor/flexslider.js?id=242034cacf5d08f9a4f4df40208f830b	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/js/vendor/flexslidere152.js	(from https://sage.pixpa.com/)
21:45:03	13173/13173	---MCZ	200	added ('OK')	application/javascript	etag:W/%226856a142-3375%22	https://px-themeassets.pixpa.com/compiled/js/vendor/before_after_slider.js?id=7a58b73054ef3911b152e15c1a662b78	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/js/vendor/before_after_slidere22d.js	(from https://sage.pixpa.com/)
21:45:03	6702/6702	---MCZ	200	added ('OK')	application/javascript	etag:W/%226856a142-1a2e%22	https://px-themeassets.pixpa.com/compiled/js/custompage.js?id=332323153ed7c56abc5de7bc28c3c9d4	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/js/custompage128d.js	(from https://sage.pixpa.com/)
21:45:03	15265/15265	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267ad9158-3ba1%22	https://px-themeassets.pixpa.com/js/vendor/pikaday-min.js?id=1	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/js/vendor/pikaday-min681a.js	(from https://sage.pixpa.com/)
21:45:04	12034/12034	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267ad9158-2f02%22	https://px-themeassets.pixpa.com/js/vendor/timepicker-min.js	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/js/vendor/timepicker-min.js	(from https://sage.pixpa.com/)
21:45:04	58064/58064	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267ad9158-e2d0%22	https://px-themeassets.pixpa.com/js/vendor/moment-min.js	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/js/vendor/moment-min.js	(from https://sage.pixpa.com/)
21:45:04	15197/15197	---MCZ	200	added ('OK')	application/javascript	etag:W/%226856a142-3b5d%22	https://px-themeassets.pixpa.com/compiled/js/vendor/jquery.Jcrop.js?id=e4cbc960251d4c44fa71d933d1b80b05	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/js/vendor/jquery.Jcropb443.js	(from https://sage.pixpa.com/)
21:45:04	4501/4501	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Jun%202025%2016:15:04%20GMT	https://sage.pixpa.com/Trident/	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/sage.pixpa.com/Trident/index.html	(from https://sage.pixpa.com/)
21:45:04	6549/6549	---MCZ	200	added ('OK')	text/css	etag:W/%226856a0f4-1995%22	https://px-themeassets.pixpa.com/compiled/css/vendor/lightslider.css?id=7d9bf8b6c1bdde1c75b0b591c70ead81	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/css/vendor/lightslider92db.css	(from https://sage.pixpa.com/)
21:45:04	16401/16401	---MCZ	200	added ('OK')	application/javascript	etag:W/%226856a142-4011%22	https://px-themeassets.pixpa.com/compiled/js/vendor/lightslider.js?id=bcf451d7f867c8093a0d5c85057abd81	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/js/vendor/lightsliderb1bd.js	(from https://sage.pixpa.com/)
21:45:05	18960/18960	---MCZ	200	added ('OK')	text/css	etag:W/%2267ad9158-4a10%22	https://px-themeassets.pixpa.com/js/swipper/swiper-bundle.min.css	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/js/swipper/swiper-bundle.min.css	(from https://sage.pixpa.com/)
21:45:05	151390/151390	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267dd7a26-24f5e%22	https://px-themeassets.pixpa.com/js/swipper/swiper-bundle.min.js	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/js/swipper/swiper-bundle.min.js	(from https://sage.pixpa.com/)
21:45:05	153303/153303	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268517e60-256d7%22	https://px-themeassets.pixpa.com/js/lg/lg_v2/js/lg-all_blog.umd.js	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/js/lg/lg_v2/js/lg-all_blog.umd.js	(from https://sage.pixpa.com/)
21:45:05	26928/26928	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267ad9156-6930%22	https://px-themeassets.pixpa.com/js/global-pagebuilder.js	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/js/global-pagebuilder.js	(from https://sage.pixpa.com/)
21:45:05	62713/62713	---MCZ	200	added ('OK')	application/javascript	etag:W/%226856a142-f4f9%22	https://px-themeassets.pixpa.com/compiled/js/pixpalg_v2.js?id=2d0ac69289ad2dfa843a05e7e323ffbd	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/js/pixpalg_v2f908.js	(from https://sage.pixpa.com/)
21:45:06	3010/3010	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267ad9158-bc2%22	https://px-themeassets.pixpa.com/js/vendor/loadcss.js	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/js/vendor/loadcss.js	(from https://sage.pixpa.com/)
21:45:06	12439/12439	---MCZ	200	added ('OK')	application/javascript	etag:W/%226856a142-3097%22	https://px-themeassets.pixpa.com/compiled/js/photogallery.js?id=9ee4e0cdb87114e590d8d09498f3cbc2	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/js/photogallery6590.js	(from https://sage.pixpa.com/)
21:45:07	3638/3638	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2023%20Jun%202025%2016:15:06%20GMT	https://px-themeassets.pixpa.com/compiled/css/images/loading.gif	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/css/images/loading.gif	(from https://px-themeassets.pixpa.com/compiled/css/vendor/pixpalg_all_v2.css?id=ea26497bf09408d373d9586f210ecf37)
21:45:07	4501/4501	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Jun%202025%2016:15:06%20GMT	https://px-themeassets.pixpa.com/compiled/css/img/loading.gif	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/css/img/loading.gif	(from https://px-themeassets.pixpa.com/compiled/css/vendor/pixpalg_all_v2.css?id=ea26497bf09408d373d9586f210ecf37)
21:45:07	0/0	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jun%202025%2012:57:55%20GMT	https://px-themeassets.pixpa.com/compiled/css/vendor/fonts/flexslider-icon.eot	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/css/vendor/fonts/flexslider-icon.html	(from https://px-themeassets.pixpa.com/compiled/css/vendor/flexslider.css?id=15d83b0d3ce361490f6507aed600c1c1)
21:45:07	0/0	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jun%202025%2012:57:55%20GMT	https://px-themeassets.pixpa.com/compiled/css/vendor/fonts/flexslider-icon.eot?	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/css/vendor/fonts/flexslider-icond41d.html	(from https://px-themeassets.pixpa.com/compiled/css/vendor/flexslider.css?id=15d83b0d3ce361490f6507aed600c1c1)
21:45:08	3638/3638	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2023%20Jun%202025%2016:15:07%20GMT	https://px-themeassets.pixpa.com/compiled/css/vendor/fonts/flexslider-icon.woff	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/css/vendor/fonts/flexslider-icon.woff	(from https://px-themeassets.pixpa.com/compiled/css/vendor/flexslider.css?id=15d83b0d3ce361490f6507aed600c1c1)
21:45:08	4501/4501	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Jun%202025%2016:15:08%20GMT	https://px-themeassets.pixpa.com/compiled/css/vendor/fonts/flexslider-icon.ttf	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/css/vendor/fonts/flexslider-icon.ttf	(from https://px-themeassets.pixpa.com/compiled/css/vendor/flexslider.css?id=15d83b0d3ce361490f6507aed600c1c1)
21:45:09	0/0	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Jun%202025%2016:15:08%20GMT	https://px-themeassets.pixpa.com/compiled/css/vendor/fonts/flexslider-icon.svg	C:/Users/vishn/OneDrive/Documents/Templates_web/Anit_portfolio/px-themeassets.pixpa.com/compiled/css/vendor/fonts/flexslider-icon-4.html	(from https://px-themeassets.pixpa.com/compiled/css/vendor/flexslider.css?id=15d83b0d3ce361490f6507aed600c1c1)
21:45:09	585/585	---M-Z	200	added ('OK')	text/plain	date:Mon,%2023%20Jun%202025%2005:31:38%20GMT	https://px-themeassets.pixpa.com/robots.txt		(from https://px-themeassets.pixpa.com/compiled/css/vendor/flexslider.css?id=15d83b0d3ce361490f6507aed600c1c1)
